state;V*
frozenset({'on-table(b4)', 'on(b2,b5)', 'clear(b2)', 'on(b6,b5)', 'on-table(b1)', 'clear(b4)', 'on(b5,b1)', 'holding(b3)'});3
frozenset({'on-table(b4)', 'on(b2,b1)', 'on(b6,b5)', 'clear(b2)', 'clear(b3)', 'clear(b4)', 'arm-empty()', 'on-table(b5)', 'on(b1,b5)', 'on-table(b3)'});2
frozenset({'on-table(b2)', 'clear(b1)', 'on(b6,b5)', 'holding(b5)', 'clear(b4)', 'on(b1,b2)', 'on(b4,b3)', 'on-table(b3)'});1
frozenset({'on(b4,b1)', 'on(b2,b5)', 'on(b6,b5)', 'clear(b2)', 'on-table(b1)', 'on(b5,b4)', 'holding(b3)'});7
frozenset({'on-table(b2)', 'on(b4,b1)', 'clear(b5)', 'on(b6,b5)', 'clear(b3)', 'on-table(b1)', 'arm-empty()', 'clear(b4)', 'on(b5,b2)', 'on-table(b3)'});2
frozenset({'on-table(b2)', 'on-table(b4)', 'clear(b2)', 'on(b6,b5)', 'clear(b3)', 'clear(b4)', 'on-table(b5)', 'on(b3,b5)', 'holding(b1)'});3
frozenset({'on-table(b2)', 'on-table(b4)', 'clear(b5)', 'clear(b1)', 'on(b6,b5)', 'on-table(b1)', 'clear(b4)', 'on(b5,b2)', 'holding(b3)'});3
frozenset({'on-table(b4)', 'on(b2,b1)', 'on(b3,b2)', 'on(b5,b4)', 'on(b6,b5)', 'clear(b3)', 'on(b1,b5)', 'arm-empty()'});10
frozenset({'on-table(b4)', 'clear(b2)', 'on(b6,b5)', 'clear(b3)', 'on(b2,b4)', 'on-table(b5)', 'on(b3,b5)', 'holding(b1)'});5
frozenset({'on(b4,b5)', 'on(b3,b2)', 'on(b6,b5)', 'clear(b3)', 'on(b2,b4)', 'on-table(b5)', 'holding(b1)'});7
frozenset({'on-table(b2)', 'on(b4,b1)', 'on(b1,b3)', 'clear(b5)', 'on(b6,b5)', 'clear(b4)', 'arm-empty()', 'on(b5,b2)', 'on-table(b3)'});6
frozenset({'clear(b1)', 'clear(b2)', 'on(b6,b5)', 'on-table(b1)', 'holding(b5)', 'on(b2,b4)', 'on(b4,b3)', 'on-table(b3)'});1
frozenset({'on-table(b2)', 'clear(b1)', 'on(b6,b5)', 'holding(b5)', 'clear(b3)', 'on-table(b1)', 'clear(b4)', 'on(b4,b2)', 'on-table(b3)'});3
frozenset({'clear(b1)', 'on(b6,b5)', 'on(b2,b5)', 'holding(b4)', 'on(b5,b3)', 'on(b1,b2)', 'on-table(b3)'});9
frozenset({'on-table(b4)', 'on(b2,b5)', 'clear(b2)', 'on(b6,b5)', 'clear(b3)', 'clear(b4)', 'on-table(b5)', 'holding(b1)', 'on-table(b3)'});3
frozenset({'on(b1,b4)', 'clear(b5)', 'on(b6,b5)', 'holding(b2)', 'on(b5,b1)', 'on(b4,b3)', 'on-table(b3)'});1
frozenset({'on(b4,b5)', 'clear(b1)', 'on(b6,b5)', 'clear(b3)', 'arm-empty()', 'on(b2,b4)', 'on-table(b5)', 'on(b1,b2)', 'on-table(b3)'});6
frozenset({'on(b4,b5)', 'on(b6,b5)', 'clear(b4)', 'on(b5,b2)', 'on(b2,b3)', 'holding(b1)', 'on-table(b3)'});9
frozenset({'on-table(b4)', 'clear(b5)', 'clear(b1)', 'on(b6,b5)', 'arm-empty()', 'on(b5,b3)', 'on(b2,b4)', 'on(b1,b2)', 'on-table(b3)'});8
frozenset({'on-table(b4)', 'on(b5,b4)', 'clear(b2)', 'on(b6,b5)', 'on(b1,b5)', 'arm-empty()', 'on(b3,b1)', 'on(b2,b3)'});10
frozenset({'on(b4,b1)', 'clear(b5)', 'on(b6,b5)', 'clear(b4)', 'arm-empty()', 'on-table(b5)', 'on(b2,b3)', 'on(b1,b2)', 'on-table(b3)'});8
frozenset({'on(b1,b4)', 'on-table(b4)', 'on(b2,b1)', 'clear(b5)', 'on(b6,b5)', 'clear(b2)', 'clear(b3)', 'arm-empty()', 'on-table(b5)', 'on-table(b3)'});6
frozenset({'on-table(b4)', 'on(b2,b1)', 'clear(b5)', 'on(b6,b5)', 'clear(b3)', 'on-table(b1)', 'arm-empty()', 'clear(b4)', 'on(b5,b2)', 'on-table(b3)'});2
frozenset({'on(b1,b4)', 'on-table(b2)', 'on(b4,b5)', 'clear(b1)', 'clear(b2)', 'on(b6,b5)', 'on-table(b5)', 'holding(b3)'});5
frozenset({'on(b4,b5)', 'clear(b1)', 'on(b6,b5)', 'holding(b2)', 'clear(b3)', 'on-table(b1)', 'clear(b4)', 'on-table(b5)', 'on-table(b3)'});3
frozenset({'on-table(b2)', 'on(b4,b1)', 'holding(b5)', 'on(b6,b5)', 'clear(b3)', 'clear(b4)', 'on(b1,b2)', 'on-table(b3)'});3
frozenset({'on-table(b2)', 'clear(b1)', 'on(b6,b5)', 'on(b1,b5)', 'clear(b4)', 'arm-empty()', 'on(b5,b2)', 'on(b4,b3)', 'on-table(b3)'});0
frozenset({'on-table(b4)', 'clear(b1)', 'clear(b2)', 'on(b6,b5)', 'on(b5,b4)', 'on(b1,b5)', 'arm-empty()', 'on(b2,b3)', 'on-table(b3)'});8
frozenset({'on(b4,b1)', 'on(b2,b5)', 'on(b6,b5)', 'clear(b2)', 'on-table(b1)', 'clear(b4)', 'on-table(b5)', 'holding(b3)'});3
frozenset({'clear(b1)', 'on(b6,b5)', 'holding(b2)', 'on(b5,b4)', 'on(b1,b5)', 'on(b4,b3)', 'on-table(b3)'});1
frozenset({'on-table(b2)', 'on(b4,b1)', 'on(b5,b4)', 'on(b6,b5)', 'clear(b3)', 'arm-empty()', 'on(b3,b5)', 'on(b1,b2)'});6
frozenset({'on(b2,b1)', 'on(b6,b5)', 'clear(b2)', 'on(b1,b5)', 'clear(b4)', 'arm-empty()', 'on-table(b5)', 'on(b4,b3)', 'on-table(b3)'});0
frozenset({'on(b2,b1)', 'clear(b5)', 'on(b6,b5)', 'on-table(b1)', 'clear(b4)', 'arm-empty()', 'on(b5,b2)', 'on(b4,b3)', 'on-table(b3)'});0
frozenset({'on-table(b2)', 'on(b1,b3)', 'clear(b5)', 'clear(b2)', 'on(b6,b5)', 'clear(b1)', 'holding(b4)', 'on-table(b5)', 'on-table(b3)'});5
frozenset({'on-table(b4)', 'clear(b1)', 'clear(b2)', 'on(b6,b5)', 'on-table(b1)', 'clear(b3)', 'holding(b5)', 'on(b2,b4)', 'on-table(b3)'});5
frozenset({'on-table(b4)', 'clear(b1)', 'on(b6,b5)', 'clear(b2)', 'on-table(b1)', 'clear(b4)', 'arm-empty()', 'on-table(b5)', 'on(b2,b3)', 'on(b3,b5)'});4
frozenset({'on-table(b2)', 'on-table(b4)', 'on(b3,b2)', 'clear(b5)', 'on(b6,b5)', 'clear(b3)', 'clear(b4)', 'on-table(b5)', 'holding(b1)'});3
frozenset({'on-table(b2)', 'on(b4,b5)', 'on(b3,b2)', 'on(b6,b5)', 'clear(b3)', 'on-table(b1)', 'arm-empty()', 'on(b5,b1)', 'clear(b4)'});2
frozenset({'on-table(b2)', 'on(b1,b3)', 'clear(b1)', 'on(b6,b5)', 'holding(b5)', 'clear(b4)', 'on(b4,b2)', 'on-table(b3)'});5
frozenset({'on-table(b4)', 'on(b3,b2)', 'clear(b5)', 'clear(b1)', 'on(b6,b5)', 'on-table(b1)', 'arm-empty()', 'on(b5,b3)', 'on(b2,b4)'});8
frozenset({'on-table(b4)', 'on(b3,b4)', 'clear(b5)', 'on(b6,b5)', 'arm-empty()', 'on(b5,b1)', 'on(b2,b3)', 'on(b1,b2)'});10
frozenset({'on-table(b2)', 'on-table(b4)', 'clear(b5)', 'on(b6,b5)', 'clear(b4)', 'on(b5,b1)', 'on(b1,b2)', 'holding(b3)'});3
frozenset({'on-table(b4)', 'on(b3,b2)', 'clear(b5)', 'on(b6,b5)', 'on(b5,b3)', 'on(b2,b4)', 'holding(b1)'});9
frozenset({'on-table(b2)', 'clear(b5)', 'on(b6,b5)', 'holding(b4)', 'on(b3,b1)', 'on(b5,b3)', 'on(b1,b2)'});5
frozenset({'on-table(b4)', 'clear(b5)', 'on(b6,b5)', 'clear(b1)', 'clear(b4)', 'arm-empty()', 'on-table(b5)', 'on(b2,b3)', 'on(b1,b2)', 'on-table(b3)'});6
frozenset({'on-table(b2)', 'clear(b1)', 'on(b6,b5)', 'clear(b3)', 'on-table(b1)', 'holding(b4)', 'on(b5,b2)', 'on(b3,b5)'});1
frozenset({'on-table(b4)', 'on(b2,b1)', 'on(b3,b4)', 'clear(b2)', 'on(b6,b5)', 'on(b1,b5)', 'arm-empty()', 'on(b5,b3)'});10
frozenset({'on-table(b4)', 'clear(b1)', 'clear(b2)', 'on(b6,b5)', 'on(b1,b5)', 'on(b2,b4)', 'on-table(b5)', 'holding(b3)'});5
frozenset({'on-table(b2)', 'holding(b5)', 'on(b6,b5)', 'clear(b4)', 'on(b3,b1)', 'on(b1,b2)', 'on(b4,b3)'});1
frozenset({'on-table(b2)', 'on(b4,b1)', 'on(b3,b4)', 'clear(b5)', 'on(b6,b5)', 'arm-empty()', 'on(b5,b3)', 'on(b1,b2)'});6
frozenset({'on-table(b2)', 'on(b4,b1)', 'clear(b5)', 'on(b6,b5)', 'on-table(b1)', 'clear(b4)', 'on(b5,b2)', 'holding(b3)'});3
frozenset({'on-table(b2)', 'on(b4,b5)', 'on(b3,b4)', 'clear(b1)', 'on(b6,b5)', 'clear(b2)', 'on-table(b1)', 'clear(b3)', 'arm-empty()', 'on-table(b5)'});4
frozenset({'on-table(b2)', 'on(b4,b5)', 'clear(b1)', 'on(b6,b5)', 'on-table(b1)', 'clear(b4)', 'on(b5,b2)', 'holding(b3)'});3
frozenset({'on-table(b4)', 'on(b5,b4)', 'on(b6,b5)', 'holding(b2)', 'clear(b3)', 'on(b1,b5)', 'on(b3,b1)'});9
frozenset({'on(b1,b3)', 'clear(b1)', 'clear(b2)', 'on(b6,b5)', 'on(b2,b5)', 'holding(b4)', 'on-table(b5)', 'on-table(b3)'});5
frozenset({'on-table(b2)', 'on(b4,b5)', 'on(b6,b5)', 'clear(b3)', 'on-table(b1)', 'arm-empty()', 'on(b3,b1)', 'on(b5,b2)', 'clear(b4)'});2
frozenset({'on(b2,b1)', 'clear(b5)', 'clear(b2)', 'on(b6,b5)', 'on-table(b1)', 'clear(b3)', 'holding(b4)', 'on-table(b5)', 'on-table(b3)'});1
frozenset({'on(b4,b1)', 'clear(b5)', 'on(b6,b5)', 'clear(b2)', 'on-table(b1)', 'clear(b3)', 'arm-empty()', 'on(b2,b4)', 'on-table(b5)', 'on-table(b3)'});4
frozenset({'clear(b5)', 'on(b6,b5)', 'on-table(b1)', 'holding(b4)', 'on(b3,b1)', 'on(b5,b2)', 'on(b2,b3)'});7
frozenset({'on-table(b2)', 'on(b4,b5)', 'on(b6,b5)', 'clear(b3)', 'clear(b4)', 'arm-empty()', 'on(b5,b1)', 'on(b1,b2)', 'on-table(b3)'});2
frozenset({'on-table(b2)', 'on(b3,b2)', 'clear(b5)', 'on(b6,b5)', 'on-table(b1)', 'clear(b4)', 'arm-empty()', 'on(b5,b1)', 'on(b4,b3)'});0
frozenset({'on(b4,b5)', 'on(b2,b1)', 'on(b6,b5)', 'clear(b2)', 'on-table(b1)', 'clear(b3)', 'arm-empty()', 'on-table(b5)', 'clear(b4)', 'on-table(b3)'});2
frozenset({'on-table(b4)', 'on(b3,b2)', 'clear(b1)', 'on(b6,b5)', 'on(b2,b5)', 'clear(b3)', 'on-table(b1)', 'arm-empty()', 'on(b5,b4)'});8
frozenset({'on-table(b2)', 'clear(b1)', 'on(b6,b5)', 'clear(b3)', 'clear(b4)', 'arm-empty()', 'on-table(b5)', 'on(b1,b5)', 'on(b4,b2)', 'on-table(b3)'});2
frozenset({'on-table(b2)', 'on(b4,b5)', 'clear(b2)', 'on(b6,b5)', 'clear(b4)', 'on(b5,b3)', 'holding(b1)', 'on-table(b3)'});7
frozenset({'on-table(b2)', 'holding(b1)', 'clear(b5)', 'on(b6,b5)', 'clear(b4)', 'on(b5,b2)', 'on(b4,b3)', 'on-table(b3)'});1
frozenset({'on(b4,b1)', 'on(b2,b5)', 'on(b6,b5)', 'clear(b4)', 'arm-empty()', 'on(b5,b3)', 'on(b1,b2)', 'on-table(b3)'});10
frozenset({'on-table(b2)', 'on(b4,b1)', 'clear(b5)', 'on(b6,b5)', 'on(b5,b4)', 'on(b1,b2)', 'holding(b3)'});5
frozenset({'on-table(b2)', 'clear(b5)', 'on(b6,b5)', 'clear(b4)', 'arm-empty()', 'on(b5,b1)', 'on(b1,b2)', 'on(b4,b3)', 'on-table(b3)'});0
frozenset({'on-table(b2)', 'clear(b1)', 'on(b6,b5)', 'clear(b2)', 'on-table(b1)', 'clear(b4)', 'arm-empty()', 'on-table(b5)', 'on(b3,b5)', 'on(b4,b3)'});0
frozenset({'on-table(b4)', 'clear(b1)', 'on(b6,b5)', 'clear(b2)', 'on-table(b1)', 'clear(b3)', 'arm-empty()', 'on(b2,b4)', 'on-table(b5)', 'on(b3,b5)'});4
frozenset({'on-table(b4)', 'on(b6,b5)', 'holding(b2)', 'clear(b3)', 'on-table(b1)', 'clear(b4)', 'on(b5,b1)', 'on(b3,b5)'});3
frozenset({'on(b1,b4)', 'on-table(b4)', 'on(b2,b1)', 'on(b3,b2)', 'clear(b5)', 'on(b6,b5)', 'clear(b3)', 'arm-empty()', 'on-table(b5)'});8
frozenset({'on-table(b2)', 'on(b3,b4)', 'clear(b1)', 'on(b6,b5)', 'on(b1,b5)', 'arm-empty()', 'on(b5,b3)', 'on(b4,b2)'});8
frozenset({'on-table(b2)', 'on(b4,b1)', 'on(b3,b2)', 'clear(b5)', 'on(b6,b5)', 'clear(b3)', 'on-table(b1)', 'arm-empty()', 'on-table(b5)', 'clear(b4)'});2
frozenset({'on-table(b2)', 'on-table(b4)', 'clear(b1)', 'on(b6,b5)', 'clear(b2)', 'on-table(b1)', 'clear(b3)', 'arm-empty()', 'on-table(b5)', 'clear(b4)', 'on(b3,b5)'});2
frozenset({'on(b4,b1)', 'on(b6,b5)', 'clear(b2)', 'on-table(b1)', 'clear(b4)', 'arm-empty()', 'on-table(b5)', 'on(b2,b3)', 'on(b3,b5)'});4
frozenset({'clear(b5)', 'on(b6,b5)', 'holding(b4)', 'on(b5,b1)', 'on(b2,b3)', 'on(b1,b2)', 'on-table(b3)'});9
frozenset({'on-table(b4)', 'on(b3,b2)', 'on(b1,b3)', 'clear(b1)', 'on(b6,b5)', 'holding(b5)', 'on(b2,b4)'});9
frozenset({'on(b2,b1)', 'clear(b5)', 'on(b6,b5)', 'on(b5,b4)', 'on-table(b1)', 'on(b4,b2)', 'holding(b3)'});5
frozenset({'on-table(b4)', 'on(b2,b1)', 'clear(b5)', 'clear(b2)', 'on(b6,b5)', 'on-table(b1)', 'clear(b3)', 'arm-empty()', 'on(b5,b4)', 'on-table(b3)'});4
frozenset({'on-table(b2)', 'on-table(b4)', 'on(b3,b2)', 'clear(b5)', 'on(b6,b5)', 'clear(b4)', 'on(b5,b3)', 'holding(b1)'});5
frozenset({'on(b1,b4)', 'on(b4,b5)', 'clear(b1)', 'on(b6,b5)', 'holding(b2)', 'on(b5,b3)', 'on-table(b3)'});9
frozenset({'on-table(b2)', 'on(b4,b1)', 'on(b6,b5)', 'clear(b2)', 'clear(b3)', 'clear(b4)', 'arm-empty()', 'on-table(b5)', 'on(b1,b5)', 'on-table(b3)'});2
frozenset({'on-table(b4)', 'on(b2,b5)', 'on(b6,b5)', 'clear(b3)', 'clear(b4)', 'arm-empty()', 'on(b3,b1)', 'on-table(b5)', 'on(b1,b2)'});2
frozenset({'on-table(b2)', 'on(b4,b1)', 'clear(b5)', 'on(b6,b5)', 'clear(b4)', 'arm-empty()', 'on(b5,b3)', 'on(b1,b2)', 'on-table(b3)'});4
frozenset({'on(b4,b5)', 'on(b6,b5)', 'holding(b2)', 'on-table(b1)', 'clear(b4)', 'on(b3,b1)', 'on(b5,b3)'});7
frozenset({'on-table(b4)', 'clear(b5)', 'clear(b2)', 'on(b6,b5)', 'on-table(b1)', 'arm-empty()', 'on(b5,b3)', 'on(b2,b4)', 'on(b3,b1)'});6
frozenset({'on-table(b2)', 'on(b4,b5)', 'on(b1,b3)', 'clear(b1)', 'on(b6,b5)', 'clear(b4)', 'arm-empty()', 'on(b5,b2)', 'on-table(b3)'});4
frozenset({'on-table(b2)', 'on(b4,b5)', 'on(b3,b4)', 'clear(b2)', 'on(b6,b5)', 'on-table(b1)', 'clear(b3)', 'arm-empty()', 'on(b5,b1)'});4
frozenset({'on-table(b2)', 'on(b4,b5)', 'on(b3,b4)', 'clear(b1)', 'on(b6,b5)', 'clear(b3)', 'arm-empty()', 'on-table(b5)', 'on(b1,b2)'});4
frozenset({'on-table(b2)', 'on(b4,b5)', 'clear(b1)', 'clear(b2)', 'on(b6,b5)', 'on-table(b1)', 'clear(b4)', 'on-table(b5)', 'holding(b3)'});3
frozenset({'on(b4,b1)', 'on(b2,b5)', 'on(b6,b5)', 'clear(b4)', 'on-table(b5)', 'on(b1,b2)', 'holding(b3)'});3
frozenset({'on(b2,b5)', 'on(b6,b5)', 'clear(b2)', 'on-table(b1)', 'on(b5,b4)', 'arm-empty()', 'on(b3,b1)', 'on(b4,b3)'});0
frozenset({'on(b2,b5)', 'clear(b2)', 'on(b6,b5)', 'on-table(b1)', 'holding(b4)', 'clear(b3)', 'on(b3,b1)', 'on-table(b5)'});1
frozenset({'on(b4,b5)', 'clear(b2)', 'on(b6,b5)', 'on-table(b1)', 'clear(b4)', 'arm-empty()', 'on(b3,b1)', 'on-table(b5)', 'on(b2,b3)'});4
frozenset({'on-table(b2)', 'clear(b5)', 'on(b6,b5)', 'clear(b2)', 'on-table(b1)', 'clear(b4)', 'arm-empty()', 'on-table(b5)', 'clear(b1)', 'on(b4,b3)', 'on-table(b3)'});0
frozenset({'on(b4,b1)', 'on(b3,b4)', 'on(b2,b5)', 'clear(b2)', 'on(b6,b5)', 'on-table(b1)', 'arm-empty()', 'on(b5,b3)'});8
frozenset({'on-table(b2)', 'on(b3,b4)', 'clear(b5)', 'on(b6,b5)', 'clear(b1)', 'on-table(b1)', 'clear(b3)', 'arm-empty()', 'on-table(b5)', 'on(b4,b2)'});4
frozenset({'on-table(b4)', 'clear(b5)', 'clear(b2)', 'on(b6,b5)', 'on(b5,b4)', 'on(b2,b3)', 'holding(b1)', 'on-table(b3)'});7
frozenset({'on(b4,b5)', 'on(b6,b5)', 'clear(b4)', 'arm-empty()', 'on(b5,b1)', 'on(b2,b3)', 'on(b1,b2)', 'on-table(b3)'});10
frozenset({'on-table(b4)', 'on(b1,b3)', 'on(b3,b4)', 'on(b2,b5)', 'clear(b2)', 'on(b6,b5)', 'arm-empty()', 'on(b5,b1)'});10
frozenset({'on-table(b2)', 'clear(b2)', 'on(b6,b5)', 'clear(b3)', 'holding(b4)', 'on(b1,b5)', 'on(b3,b1)', 'on-table(b5)'});1
frozenset({'on-table(b2)', 'on-table(b4)', 'clear(b5)', 'clear(b2)', 'on(b6,b5)', 'clear(b4)', 'on(b5,b3)', 'holding(b1)', 'on-table(b3)'});5
frozenset({'on(b1,b4)', 'on(b2,b1)', 'on(b6,b5)', 'clear(b2)', 'arm-empty()', 'on-table(b5)', 'on(b3,b5)', 'on(b4,b3)'});0
frozenset({'on-table(b2)', 'on(b6,b5)', 'on(b1,b5)', 'clear(b4)', 'arm-empty()', 'on(b3,b1)', 'on(b5,b2)', 'on(b4,b3)'});0
frozenset({'on-table(b2)', 'on(b4,b1)', 'clear(b5)', 'clear(b2)', 'on(b6,b5)', 'on-table(b1)', 'clear(b3)', 'arm-empty()', 'on(b5,b4)', 'on-table(b3)'});4
frozenset({'on-table(b2)', 'on-table(b4)', 'on(b1,b3)', 'clear(b1)', 'clear(b2)', 'on(b6,b5)', 'holding(b5)', 'clear(b4)', 'on-table(b3)'});5
frozenset({'on(b2,b5)', 'on(b6,b5)', 'clear(b3)', 'holding(b4)', 'on(b3,b1)', 'on-table(b5)', 'on(b1,b2)'});1
frozenset({'on(b4,b1)', 'on(b2,b5)', 'on(b6,b5)', 'clear(b3)', 'clear(b4)', 'arm-empty()', 'on-table(b5)', 'on(b1,b2)', 'on-table(b3)'});2
frozenset({'on-table(b2)', 'clear(b5)', 'on(b6,b5)', 'on(b5,b4)', 'arm-empty()', 'on(b3,b1)', 'on(b1,b2)', 'on(b4,b3)'});0
frozenset({'on-table(b4)', 'clear(b5)', 'on(b6,b5)', 'on-table(b1)', 'clear(b4)', 'arm-empty()', 'on(b3,b1)', 'on(b5,b2)', 'on(b2,b3)'});6
frozenset({'on-table(b2)', 'on(b4,b1)', 'on(b3,b4)', 'clear(b5)', 'on(b6,b5)', 'clear(b2)', 'on-table(b1)', 'clear(b3)', 'arm-empty()', 'on-table(b5)'});4
frozenset({'on-table(b4)', 'clear(b1)', 'on(b6,b5)', 'on(b1,b5)', 'clear(b4)', 'arm-empty()', 'on(b5,b2)', 'on(b2,b3)', 'on-table(b3)'});8
frozenset({'on-table(b4)', 'on(b2,b1)', 'on(b1,b3)', 'clear(b5)', 'clear(b2)', 'on(b6,b5)', 'on(b5,b4)', 'arm-empty()', 'on-table(b3)'});8
frozenset({'on-table(b4)', 'on(b1,b3)', 'clear(b5)', 'clear(b2)', 'on(b6,b5)', 'clear(b1)', 'arm-empty()', 'on(b2,b4)', 'on-table(b5)', 'on-table(b3)'});6
frozenset({'on-table(b4)', 'on(b1,b3)', 'clear(b1)', 'on(b6,b5)', 'arm-empty()', 'on(b2,b4)', 'on(b5,b2)', 'on(b3,b5)'});10
frozenset({'on(b2,b1)', 'clear(b2)', 'on(b6,b5)', 'on(b1,b5)', 'holding(b4)', 'on(b5,b3)', 'on-table(b3)'});9
